Month,Product,Region,Customer_Segment,Ad_Spend,Interest_Rate,Promotion_Active,Market_Index,Festive_Month,Previous_Month_Demand,Product_Demand
2022-03,Personal Loan,Tier 3,Self-Employed,66746,12.67,0,109.2,0,3801,837
2022-03,Personal Loan,Tier 3,Student,65388,10.99,0,106.71,0,4619,873
2022-03,Mutual Fund,Tier 1,Salaried,18155,15.26,1,106.1,0,2751,877
2022-03,Mutual Fund,Tier 1,Self-Employed,73227,7.78,0,104.58,0,2626,705
2022-03,Mutual Fund,Tier 1,Student,91050,6.29,0,107.89,0,2196,748
2022-03,Mutual Fund,Tier 2,Salaried,78323,8.89,1,109.8,0,3593,1067
2022-03,Mutual Fund,Tier 2,Self-Employed,95663,11.13,0,97.43,0,1979,755
2022-03,Mutual Fund,Tier 2,Student,13696,10.44,1,97.14,0,1273,732
2022-03,Mutual Fund,Tier 3,Salaried,14956,11.64,0,98.31,0,4008,668
2022-03,Mutual Fund,Tier 3,Self-Employed,73232,7.92,0,109.49,0,4926,857
2022-03,Mutual Fund,Tier 3,Student,22602,8.21,0,94.57,0,2216,604
2022-03,Fixed Deposit,Tier 1,Salaried,74789,14.67,0,94.5,0,2603,747
2022-03,Fixed Deposit,Tier 1,Self-Employed,66575,10.37,0,98.55,0,3635,673
2022-03,Fixed Deposit,Tier 1,Student,76668,9.53,0,108.08,0,3201,785
2022-03,Fixed Deposit,Tier 2,Salaried,17812,10.19,1,106.46,0,1083,795
2022-03,Fixed Deposit,Tier 2,Self-Employed,57857,8.05,0,95.11,0,2391,692
2022-03,Fixed Deposit,Tier 2,Student,92534,6.33,1,91.42,0,3883,932
2022-03,Fixed Deposit,Tier 3,Salaried,92190,14.79,0,98.19,0,4351,735
2022-03,Fixed Deposit,Tier 3,Self-Employed,55095,6.48,1,103.87,0,4607,919
2022-03,Fixed Deposit,Tier 3,Student,87801,14.25,1,107.52,0,3518,1085
2022-03,SIP,Tier 1,Salaried,17415,8.9,0,90.75,0,1253,540
2022-03,SIP,Tier 1,Self-Employed,67149,11.32,0,98.33,0,3613,710
2022-03,SIP,Tier 1,Student,44148,13.23,1,94.52,0,2957,749
2022-03,SIP,Tier 2,Salaried,87116,10.37,1,90.03,0,2838,909
2022-03,SIP,Tier 2,Self-Employed,87787,9.1,0,103.26,0,3798,920
2022-03,SIP,Tier 2,Student,36564,13.59,1,96.06,0,3749,803
2022-03,SIP,Tier 3,Salaried,33064,8.53,0,93.63,0,4453,704
2022-03,SIP,Tier 3,Self-Employed,17214,14.07,0,94.41,0,2045,463
2022-03,SIP,Tier 3,Student,12708,7.5,1,91.57,0,2822,763
2022-04,Credit Card,Tier 1,Salaried,13273,6.21,1,105.61,0,1520,815
2022-04,Credit Card,Tier 1,Self-Employed,79087,6.42,0,97.23,0,2583,806
2022-04,Credit Card,Tier 1,Student,88958,13.14,0,101.2,0,3800,778
2022-04,Credit Card,Tier 2,Salaried,52712,7.72,0,108.66,0,2111,851
2022-04,Credit Card,Tier 2,Self-Employed,30583,7.8,0,99.23,0,4072,768
2022-04,Credit Card,Tier 2,Student,23689,13.29,1,96.89,0,4489,892
2022-04,Credit Card,Tier 3,Salaried,94444,7.42,1,96.71,0,2331,787
2022-04,Credit Card,Tier 3,Self-Employed,46176,13.01,1,103.42,0,3156,951
2022-04,Credit Card,Tier 3,Student,63312,9.12,1,93.26,0,2567,786
2022-04,Personal Loan,Tier 1,Salaried,43919,15.07,0,90.5,0,2907,624
2022-04,Personal Loan,Tier 1,Self-Employed,28919,13.98,0,109.41,0,1700,698
2022-04,Personal Loan,Tier 1,Student,98791,13.05,0,104.12,0,1992,849
2022-04,Personal Loan,Tier 2,Salaried,20578,10.3,0,104.37,0,1389,514
2022-04,Personal Loan,Tier 2,Self-Employed,77391,13.14,0,97.93,0,1890,604
2022-04,Personal Loan,Tier 2,Student,11481,14.09,0,96.2,0,4222,526
2022-04,Personal Loan,Tier 3,Salaried,74887,14.16,0,105.93,0,3566,899
2022-04,Personal Loan,Tier 3,Self-Employed,21889,14.33,0,102.56,0,1499,543
2022-04,Personal Loan,Tier 3,Student,82827,7.87,1,95.75,0,3378,934
2022-04,Mutual Fund,Tier 1,Salaried,26523,12.21,0,98.61,0,2947,602
2022-04,Mutual Fund,Tier 1,Self-Employed,33620,6.68,0,97.12,0,1049,568
2022-04,Mutual Fund,Tier 1,Student,91938,12.78,0,91.13,0,3606,777
2022-04,Mutual Fund,Tier 2,Salaried,56220,13.85,0,102.65,0,2549,743
2022-04,Mutual Fund,Tier 2,Self-Employed,32931,8.78,1,108.83,0,1360,784
2022-04,Mutual Fund,Tier 2,Student,35991,6.68,0,109.54,0,3369,707
2022-04,Mutual Fund,Tier 3,Salaried,72875,10.04,0,93.8,0,2491,726
2022-04,Mutual Fund,Tier 3,Self-Employed,24256,9.47,1,91.48,0,3434,646
2022-04,Mutual Fund,Tier 3,Student,32625,10.83,1,102.61,0,4863,903
2022-04,Fixed Deposit,Tier 1,Salaried,98229,15.69,0,101.91,0,1218,754
2022-04,Fixed Deposit,Tier 1,Self-Employed,77054,15.51,0,98.61,0,3195,729
2022-04,Fixed Deposit,Tier 1,Student,71842,12.24,0,101.07,0,4380,745
2022-04,Fixed Deposit,Tier 2,Salaried,91730,9.73,0,103.52,0,1480,739
2022-04,Fixed Deposit,Tier 2,Self-Employed,55800,11.26,0,101.95,0,1412,740
2022-04,Fixed Deposit,Tier 2,Student,84816,7.17,0,93.1,0,4150,730
2022-04,Fixed Deposit,Tier 3,Salaried,12994,14.83,0,105.45,0,3915,699
2022-04,Fixed Deposit,Tier 3,Self-Employed,94381,12.8,1,102.55,0,1300,832
2022-04,Fixed Deposit,Tier 3,Student,88854,8.53,1,108.79,0,4721,1172
2022-04,SIP,Tier 1,Salaried,86872,14.4,1,104.79,0,3309,1040
2022-04,SIP,Tier 1,Self-Employed,80821,7.02,1,104.86,0,1689,971
2022-04,SIP,Tier 1,Student,60931,13.48,0,106.14,0,1366,598
2022-04,SIP,Tier 2,Salaried,79212,11.13,0,90.18,0,2271,609
2022-04,SIP,Tier 2,Self-Employed,54816,11.47,0,94.84,0,3259,730
2022-04,SIP,Tier 2,Student,20278,7.99,0,91,0,2459,479
2022-04,SIP,Tier 3,Salaried,70128,8.14,0,91.54,0,1801,544
2022-04,SIP,Tier 3,Self-Employed,20442,10.59,0,94.31,0,2184,514
2022-04,SIP,Tier 3,Student,77087,6.81,1,96.66,0,2361,791
2022-05,Credit Card,Tier 1,Salaried,70030,14.23,0,95.67,0,3551,776
2022-05,Credit Card,Tier 1,Self-Employed,86162,12.17,0,95.07,0,1602,549
2022-05,Credit Card,Tier 1,Student,43458,13.71,0,108.42,0,1389,678
2022-05,Credit Card,Tier 2,Salaried,18024,9.34,1,97.37,0,2717,684
2022-05,Credit Card,Tier 2,Self-Employed,96664,6.35,0,99.09,0,1444,681
2022-05,Credit Card,Tier 2,Student,14458,12.38,1,98.55,0,3467,788
2022-05,Credit Card,Tier 3,Salaried,48506,15.36,1,98.39,0,1062,756
2022-05,Credit Card,Tier 3,Self-Employed,20751,10.44,0,94.02,0,4285,677
2022-05,Credit Card,Tier 3,Student,64122,10.91,1,94.2,0,4200,829
2022-05,Personal Loan,Tier 1,Salaried,45842,10.1,1,98.18,0,2637,741
2022-05,Personal Loan,Tier 1,Self-Employed,23652,7.6,0,105.73,0,3907,681
2022-05,Personal Loan,Tier 1,Student,59393,14.82,0,106.53,0,4666,777
2022-05,Personal Loan,Tier 2,Salaried,22356,6.08,1,95,0,3359,704
2022-05,Personal Loan,Tier 2,Self-Employed,67620,13.43,1,106.57,0,3200,897
2022-05,Personal Loan,Tier 2,Student,12591,14.09,0,96.53,0,3025,647
2022-05,Personal Loan,Tier 3,Salaried,91257,8.71,1,107.53,0,2236,936
2022-05,Personal Loan,Tier 3,Self-Employed,10136,6.78,0,100.06,0,1661,638
2022-05,Personal Loan,Tier 3,Student,42854,14.38,0,99.24,0,3461,635
2022-05,Mutual Fund,Tier 1,Salaried,37518,12.11,0,99.18,0,4670,779
2022-05,Mutual Fund,Tier 1,Self-Employed,33199,12.94,0,99.79,0,2068,646
2022-05,Mutual Fund,Tier 1,Student,46455,14.63,0,104.65,0,4089,763
2022-05,Mutual Fund,Tier 2,Salaried,80293,11.41,1,90.38,0,3282,880
2022-05,Mutual Fund,Tier 2,Self-Employed,82617,14.82,1,97.09,0,4067,929
2022-05,Mutual Fund,Tier 2,Student,53939,7.18,1,102.16,0,3253,972
2022-05,Mutual Fund,Tier 3,Salaried,79166,9.91,0,96.71,0,4453,853
2022-05,Mutual Fund,Tier 3,Self-Employed,64935,12.16,0,98.29,0,4360,858
2022-05,Mutual Fund,Tier 3,Student,46320,11.41,1,98.24,0,2001,860
2022-05,Fixed Deposit,Tier 1,Salaried,40049,10.12,1,101.51,0,1092,824
2022-05,Fixed Deposit,Tier 1,Self-Employed,75774,7.15,0,99.91,0,4388,890
2022-05,Fixed Deposit,Tier 1,Student,47158,7.43,1,100.25,0,2292,792
2022-05,Fixed Deposit,Tier 2,Salaried,71744,12.79,1,100.16,0,1820,914
2022-05,Fixed Deposit,Tier 2,Self-Employed,46413,13.93,0,103.46,0,4458,708
2022-05,Fixed Deposit,Tier 2,Student,46468,8.22,1,95.07,0,3072,759
2022-05,Fixed Deposit,Tier 3,Salaried,52056,11.36,0,99.3,0,2621,650
2022-05,Fixed Deposit,Tier 3,Self-Employed,37048,10.85,0,95.71,0,2222,644
2022-05,Fixed Deposit,Tier 3,Student,14434,14.21,0,107.65,0,1898,667
2022-05,SIP,Tier 1,Salaried,79300,10.1,0,106.07,0,3482,869
2022-05,SIP,Tier 1,Self-Employed,61759,8.08,1,107.55,0,3763,1080
2022-05,SIP,Tier 1,Student,48759,15.68,1,100.91,0,4120,956
2022-05,SIP,Tier 2,Salaried,46945,9.75,0,109.78,0,1531,810
2022-05,SIP,Tier 2,Self-Employed,55276,11.59,0,98.93,0,1002,673
2022-05,SIP,Tier 2,Student,83933,9.73,0,104.13,0,1643,701
2022-05,SIP,Tier 3,Salaried,97923,6.45,0,104.18,0,4930,1008
2022-05,SIP,Tier 3,Self-Employed,78842,14.31,1,99.68,0,3395,960
2022-05,SIP,Tier 3,Student,99211,6.95,1,100.97,0,4480,1110
2022-06,Credit Card,Tier 1,Salaried,31639,10.26,1,105.64,0,4500,904
2022-06,Credit Card,Tier 1,Self-Employed,68847,11.18,0,90.29,0,2234,687
2022-06,Credit Card,Tier 1,Student,51003,13.42,0,103.25,0,3942,797
2022-06,Credit Card,Tier 2,Salaried,45740,7.59,1,105.17,0,3946,872
2022-06,Credit Card,Tier 2,Self-Employed,91471,13.74,1,101.58,0,2493,865
2022-06,Credit Card,Tier 2,Student,66233,9.07,0,104.33,0,1053,598
2022-06,Credit Card,Tier 3,Salaried,70935,11.89,0,94.83,0,1954,657
2022-06,Credit Card,Tier 3,Self-Employed,77165,14.69,1,100.14,0,4278,925
2022-06,Credit Card,Tier 3,Student,37216,11.85,1,97.66,0,1857,656
2022-06,Personal Loan,Tier 1,Salaried,17485,13.96,1,100.99,0,3552,896
2022-06,Personal Loan,Tier 1,Self-Employed,61877,13.48,0,96.49,0,3732,762
2022-06,Personal Loan,Tier 1,Student,54948,12.95,0,103.09,0,3950,694
2022-06,Personal Loan,Tier 2,Salaried,62198,13.77,0,105.56,0,2814,769
2022-06,Personal Loan,Tier 2,Self-Employed,47701,13.87,1,103.98,0,1203,836
2022-06,Personal Loan,Tier 2,Student,25899,8.17,0,95.19,0,2093,591
2022-06,Personal Loan,Tier 3,Salaried,30884,14.88,0,101.15,0,4191,653
2022-06,Personal Loan,Tier 3,Self-Employed,43457,13.84,0,107.96,0,2722,789
2022-06,Personal Loan,Tier 3,Student,88278,15.96,1,91.89,0,4335,856
2022-06,Mutual Fund,Tier 1,Salaried,60357,13.07,1,91.9,0,4347,880
2022-06,Mutual Fund,Tier 1,Self-Employed,51258,15.34,0,106.13,0,3505,856
2022-06,Mutual Fund,Tier 1,Student,47228,10.66,0,90.81,0,3300,526
2022-06,Mutual Fund,Tier 2,Salaried,73344,15.61,0,97.21,0,1498,696
2022-06,Mutual Fund,Tier 2,Self-Employed,89818,6.14,1,103.09,0,3850,1007
2022-06,Mutual Fund,Tier 2,Student,42933,6.17,1,102.47,0,1991,828
2022-06,Mutual Fund,Tier 3,Salaried,75206,14.37,0,90.11,0,1514,651
2022-06,Mutual Fund,Tier 3,Self-Employed,86312,6.69,0,105.13,0,3730,969
2022-06,Mutual Fund,Tier 3,Student,43340,9.89,1,101.39,0,3902,947
2022-06,Fixed Deposit,Tier 1,Salaried,43418,15.29,0,102.37,0,4262,705
2022-06,Fixed Deposit,Tier 1,Self-Employed,80532,15.96,1,99.88,0,2781,881
2022-06,Fixed Deposit,Tier 1,Student,77753,13.15,0,100.08,0,1287,692
2022-06,Fixed Deposit,Tier 2,Salaried,40908,12.75,0,107.27,0,3935,761
2022-06,Fixed Deposit,Tier 2,Self-Employed,46182,12.91,0,109.48,0,2205,781
2022-06,Fixed Deposit,Tier 2,Student,85602,13.48,0,101.99,0,2678,760
2022-06,Fixed Deposit,Tier 3,Salaried,71845,10.55,0,99.06,0,3477,796
2022-06,Fixed Deposit,Tier 3,Self-Employed,54435,12.85,0,102.19,0,2066,580
2022-06,Fixed Deposit,Tier 3,Student,44087,14.03,1,108.2,0,4227,1044
2022-06,SIP,Tier 1,Salaried,67433,10.02,0,101.69,0,1944,663
2022-06,SIP,Tier 1,Self-Employed,63027,6.79,0,101.86,0,2959,700
2022-06,SIP,Tier 1,Student,86949,13.03,0,98.47,0,1925,716
2022-06,SIP,Tier 2,Salaried,61539,14.81,1,103.81,0,2770,781
2022-06,SIP,Tier 2,Self-Employed,92895,14.63,0,103.67,0,3202,889
2022-06,SIP,Tier 2,Student,98151,14.85,0,109.94,0,3259,820
2022-06,SIP,Tier 3,Salaried,92384,12.23,0,102.38,0,2230,752
2022-06,SIP,Tier 3,Self-Employed,19076,6.62,1,96.95,0,2332,759
2022-06,SIP,Tier 3,Student,88768,12.69,1,108.76,0,2938,908
2022-07,Credit Card,Tier 1,Salaried,58225,6.71,1,93.36,0,1762,673
2022-07,Credit Card,Tier 1,Self-Employed,79681,8.69,1,91.5,0,1782,753
2022-07,Credit Card,Tier 1,Student,67124,13.59,1,92.29,0,1235,655
2022-07,Credit Card,Tier 2,Salaried,71799,8.07,1,95.99,0,1861,761
2022-07,Credit Card,Tier 2,Self-Employed,52043,14.27,1,97.11,0,1636,647
2022-07,Credit Card,Tier 2,Student,26351,15.75,1,106.18,0,4294,881
2022-07,Credit Card,Tier 3,Salaried,22453,14.65,0,95.43,0,3837,646
2022-07,Credit Card,Tier 3,Self-Employed,99462,13.07,1,106.08,0,3500,1110
2022-07,Credit Card,Tier 3,Student,55541,13.81,1,92.88,0,4426,913
2022-07,Personal Loan,Tier 1,Salaried,95103,7.74,0,91.65,0,4318,739
2022-07,Personal Loan,Tier 1,Self-Employed,40134,6.57,1,97.28,0,3837,902
2022-07,Personal Loan,Tier 1,Student,80744,11.74,0,109.84,0,4984,992
2022-07,Personal Loan,Tier 2,Salaried,19486,6.45,0,106.8,0,3896,700
2022-07,Personal Loan,Tier 2,Self-Employed,96055,9.71,0,100.46,0,1844,830
2022-07,Personal Loan,Tier 2,Student,46683,10.83,0,103.16,0,3808,708
2022-07,Personal Loan,Tier 3,Salaried,33569,7.23,0,99.08,0,3392,652
2022-07,Personal Loan,Tier 3,Self-Employed,45303,7.96,0,106.36,0,2413,711
2022-07,Personal Loan,Tier 3,Student,90059,10.9,0,98.06,0,3043,696
2022-07,Mutual Fund,Tier 1,Salaried,56151,9.72,1,95.59,0,4262,947
2022-07,Mutual Fund,Tier 1,Self-Employed,91972,8.79,1,99.82,0,3805,1027
2022-07,Mutual Fund,Tier 1,Student,73909,15.7,1,97.42,0,3053,777
2022-07,Mutual Fund,Tier 2,Salaried,21874,15.39,1,91.74,0,2200,602
2022-07,Mutual Fund,Tier 2,Self-Employed,59500,13.96,1,109.77,0,2150,972
2022-07,Mutual Fund,Tier 2,Student,39437,11.2,1,94.99,0,4477,877
2022-07,Mutual Fund,Tier 3,Salaried,63772,12.23,1,105.85,0,1275,818
2022-07,Mutual Fund,Tier 3,Self-Employed,52933,8.65,0,97.02,0,4344,801
2022-07,Mutual Fund,Tier 3,Student,78665,8.37,0,90.8,0,4757,732
2022-07,Fixed Deposit,Tier 1,Salaried,87273,13.86,0,99.36,0,2520,779
2022-07,Fixed Deposit,Tier 1,Self-Employed,81128,13.02,0,99.75,0,1721,724
2022-07,Fixed Deposit,Tier 1,Student,62509,16,1,97.52,0,3285,827
2022-07,Fixed Deposit,Tier 2,Salaried,54369,7.71,0,105.26,0,2647,709
2022-07,Fixed Deposit,Tier 2,Self-Employed,82307,12.7,1,100.2,0,3526,881
2022-07,Fixed Deposit,Tier 2,Student,57574,12.26,1,101.02,0,3355,917
2022-07,Fixed Deposit,Tier 3,Salaried,44485,15.96,1,90.5,0,2121,578
2022-07,Fixed Deposit,Tier 3,Self-Employed,46639,6.5,0,105.47,0,2016,800
2022-07,Fixed Deposit,Tier 3,Student,67415,15.22,1,97.6,0,4303,840
2022-07,SIP,Tier 1,Salaried,26061,6.56,0,92.51,0,3320,669
2022-07,SIP,Tier 1,Self-Employed,85476,11.66,0,108.55,0,1341,842
2022-07,SIP,Tier 1,Student,35068,14.27,1,91.75,0,2968,728
2022-07,SIP,Tier 2,Salaried,33383,6.3,0,95.88,0,1103,531
2022-07,SIP,Tier 2,Self-Employed,51830,8.65,0,103.07,0,3231,679
2022-07,SIP,Tier 2,Student,85301,15.47,0,100.13,0,4797,910
2022-07,SIP,Tier 3,Salaried,87475,15.63,1,103.56,0,1976,885
2022-07,SIP,Tier 3,Self-Employed,48134,10.36,0,96.24,0,2378,628
2022-07,SIP,Tier 3,Student,89866,14.5,1,96.87,0,4879,965
2022-08,Credit Card,Tier 1,Salaried,65755,7.86,1,99.06,0,4563,1014
2022-08,Credit Card,Tier 1,Self-Employed,71576,8.4,1,101.9,0,3519,964
2022-08,Credit Card,Tier 1,Student,86524,10.47,1,93.79,0,3967,923
2022-08,Credit Card,Tier 2,Salaried,86777,15.05,1,105.08,0,4081,969
2022-08,Credit Card,Tier 2,Self-Employed,79783,14.17,1,108.83,0,4184,950
2022-08,Credit Card,Tier 2,Student,93106,8.12,0,94.99,0,2710,792
2022-08,Credit Card,Tier 3,Salaried,28782,9.57,1,108.18,0,1086,870
2022-08,Credit Card,Tier 3,Self-Employed,77766,7.07,1,93.81,0,1669,821
2022-08,Credit Card,Tier 3,Student,33929,12.04,1,106.62,0,4797,1052
2022-08,Personal Loan,Tier 1,Salaried,44812,11.31,1,103.64,0,1249,790
2022-08,Personal Loan,Tier 1,Self-Employed,64195,13.34,0,93.29,0,1888,609
2022-08,Personal Loan,Tier 1,Student,26260,9.55,0,96.88,0,2326,684
2022-08,Personal Loan,Tier 2,Salaried,35105,7.06,0,101.33,0,2686,773
2022-08,Personal Loan,Tier 2,Self-Employed,52946,10.11,1,96.54,0,2008,870
2022-08,Personal Loan,Tier 2,Student,65798,8.54,1,92.09,0,4308,955
2022-08,Personal Loan,Tier 3,Salaried,30922,15.81,0,94.53,0,2594,458
2022-08,Personal Loan,Tier 3,Self-Employed,34000,13,0,103.17,0,3011,692
2022-08,Personal Loan,Tier 3,Student,14006,7.73,0,104.96,0,1959,724
2022-08,Mutual Fund,Tier 1,Salaried,72901,10.24,1,95.19,0,4806,1021
2022-08,Mutual Fund,Tier 1,Self-Employed,98020,8.4,1,91.01,0,2587,831
2022-08,Mutual Fund,Tier 1,Student,64710,8.18,0,102.28,0,4904,946
2022-08,Mutual Fund,Tier 2,Salaried,58617,9.59,0,104.9,0,1021,734
2022-08,Mutual Fund,Tier 2,Self-Employed,53618,9.51,1,93.17,0,2808,697
2022-08,Mutual Fund,Tier 2,Student,69993,7.56,1,99.33,0,1589,896
2022-08,Mutual Fund,Tier 3,Salaried,71602,8.21,0,92.79,0,1654,565
2022-08,Mutual Fund,Tier 3,Self-Employed,62732,9.85,0,95.52,0,2015,694
2022-08,Mutual Fund,Tier 3,Student,19275,7.19,1,91.53,0,1406,699
2022-08,Fixed Deposit,Tier 1,Salaried,32553,15.37,1,98.15,0,1709,663
2022-08,Fixed Deposit,Tier 1,Self-Employed,40143,12.19,1,101.24,0,1525,669
2022-08,Fixed Deposit,Tier 1,Student,70294,10.18,0,100.25,0,1574,732
2022-08,Fixed Deposit,Tier 2,Salaried,99424,12.48,1,101.01,0,4999,1067
2022-08,Fixed Deposit,Tier 2,Self-Employed,20283,14.15,0,98.76,0,4398,683
2022-08,Fixed Deposit,Tier 2,Student,60225,7.06,1,105,0,3873,1005
2022-08,Fixed Deposit,Tier 3,Salaried,86173,8.78,0,97.91,0,4907,791
2022-08,Fixed Deposit,Tier 3,Self-Employed,67530,6.29,1,90.84,0,1428,722
2022-08,Fixed Deposit,Tier 3,Student,15313,11.57,1,96.35,0,4854,898
2022-08,SIP,Tier 1,Salaried,69550,15.58,0,106.73,0,3630,817
2022-08,SIP,Tier 1,Self-Employed,45186,9.8,0,102.6,0,3845,804
2022-08,SIP,Tier 1,Student,48084,13.81,0,104.63,0,1170,656
2022-08,SIP,Tier 2,Salaried,65468,12.58,1,100.81,0,2657,865
2022-08,SIP,Tier 2,Self-Employed,62227,13.68,1,95.02,0,4217,781
2022-08,SIP,Tier 2,Student,60599,11.47,0,96.17,0,2235,542
2022-08,SIP,Tier 3,Salaried,78207,14.84,0,95.44,0,4722,714
2022-08,SIP,Tier 3,Self-Employed,50031,15.66,1,94.68,0,1978,749
2022-08,SIP,Tier 3,Student,69807,12.71,1,98.81,0,2216,873
2022-09,Credit Card,Tier 1,Salaried,24191,12.19,0,109.81,0,2538,748
2022-09,Credit Card,Tier 1,Self-Employed,66635,7.91,1,103.76,0,3160,911
2022-09,Credit Card,Tier 1,Student,11814,6.66,0,94.45,0,4118,655
2022-09,Credit Card,Tier 2,Salaried,56335,15.17,0,93.2,0,4308,695
2022-09,Credit Card,Tier 2,Self-Employed,95016,13.97,1,91.68,0,2337,796
2022-09,Credit Card,Tier 2,Student,16782,6.17,1,93.19,0,3095,648
2022-09,Credit Card,Tier 3,Salaried,85874,8.35,0,106.7,0,1684,815
2022-09,Credit Card,Tier 3,Self-Employed,95712,8.31,1,95.55,0,3168,854
2022-09,Credit Card,Tier 3,Student,35553,6.51,0,98.4,0,2778,578
2022-09,Personal Loan,Tier 1,Salaried,71922,6.29,1,108.94,0,1952,956
2022-09,Personal Loan,Tier 1,Self-Employed,80122,9.06,1,103.95,0,4771,1018
2022-09,Personal Loan,Tier 1,Student,74486,6.06,1,95.5,0,3330,868
2022-09,Personal Loan,Tier 2,Salaried,42766,13.51,0,97.49,0,1574,594
2022-09,Personal Loan,Tier 2,Self-Employed,28443,10.1,0,106.11,0,1252,649
2022-09,Personal Loan,Tier 2,Student,93747,14.17,0,91.8,0,3851,654
2022-09,Personal Loan,Tier 3,Salaried,25972,6.84,1,96.64,0,2094,817
2022-09,Personal Loan,Tier 3,Self-Employed,62347,13.59,0,96.69,0,1227,658
2022-09,Personal Loan,Tier 3,Student,22205,11.53,0,101.44,0,1063,618
2022-09,Mutual Fund,Tier 1,Salaried,33862,7.54,1,104.68,0,1830,881
2022-09,Mutual Fund,Tier 1,Self-Employed,13969,10.08,1,93.43,0,1949,658
2022-09,Mutual Fund,Tier 1,Student,26428,9.38,1,93.87,0,1829,703
2022-09,Mutual Fund,Tier 2,Salaried,16364,9.45,1,107.91,0,1931,783
2022-09,Mutual Fund,Tier 2,Self-Employed,67062,7.11,1,94.81,0,3286,838
2022-09,Mutual Fund,Tier 2,Student,73928,7.41,1,106.49,0,2873,873
2022-09,Mutual Fund,Tier 3,Salaried,35491,12.56,0,97.21,0,2977,596
2022-09,Mutual Fund,Tier 3,Self-Employed,70380,15.9,0,109.85,0,1617,734
2022-09,Mutual Fund,Tier 3,Student,85910,7.17,1,105.88,0,1383,975
2022-09,Fixed Deposit,Tier 1,Salaried,86216,11.07,0,95.79,0,2204,616
2022-09,Fixed Deposit,Tier 1,Self-Employed,32337,10.34,1,98.55,0,3363,732
2022-09,Fixed Deposit,Tier 1,Student,48751,14.51,1,90.47,0,1926,681
2022-09,Fixed Deposit,Tier 2,Salaried,41831,14.23,0,91.99,0,4398,705
2022-09,Fixed Deposit,Tier 2,Self-Employed,54910,14.18,0,99.42,0,2371,615
2022-09,Fixed Deposit,Tier 2,Student,31684,13.65,1,102.05,0,4843,914
2022-09,Fixed Deposit,Tier 3,Salaried,20770,7.26,1,91.87,0,4402,888
2022-09,Fixed Deposit,Tier 3,Self-Employed,91931,7.52,0,101.88,0,4009,813
2022-09,Fixed Deposit,Tier 3,Student,39327,6.05,1,98.58,0,4749,848
2022-09,SIP,Tier 1,Salaried,72559,8.26,1,108.86,0,2760,956
2022-09,SIP,Tier 1,Self-Employed,43783,13.47,1,95.02,0,2269,654
2022-09,SIP,Tier 1,Student,96483,13.01,0,104.68,0,3209,894
2022-09,SIP,Tier 2,Salaried,64745,11.94,1,96.64,0,1587,754
2022-09,SIP,Tier 2,Self-Employed,55256,12.23,0,95.17,0,1787,528
2022-09,SIP,Tier 2,Student,96593,10.26,1,104.49,0,3037,1042
2022-09,SIP,Tier 3,Salaried,93329,12.64,1,97.96,0,1526,740
2022-09,SIP,Tier 3,Self-Employed,37236,11.77,0,90.49,0,3964,655
2022-09,SIP,Tier 3,Student,29053,6.9,1,92.55,0,1673,709
2022-10,Credit Card,Tier 1,Salaried,20553,10.07,1,107.03,1,2708,1109
2022-10,Credit Card,Tier 1,Self-Employed,17189,11.25,1,109.89,1,1439,993
2022-10,Credit Card,Tier 1,Student,37564,12.8,1,101.62,1,1662,968
2022-10,Credit Card,Tier 2,Salaried,63370,6.82,0,103.24,1,4175,1130
2022-10,Credit Card,Tier 2,Self-Employed,68255,15.03,0,101.13,1,2734,854
2022-10,Credit Card,Tier 2,Student,91422,6.94,0,99.21,1,1555,914
2022-10,Credit Card,Tier 3,Salaried,53116,14.94,0,104.58,1,2914,901
2022-10,Credit Card,Tier 3,Self-Employed,10864,6.14,0,97.13,1,1082,725
2022-10,Credit Card,Tier 3,Student,91845,6.92,1,107.02,1,3298,1168
2022-10,Personal Loan,Tier 1,Salaried,73108,11.14,1,106.25,1,4678,1157
2022-10,Personal Loan,Tier 1,Self-Employed,44753,12.07,1,94.51,1,3119,1008
2022-10,Personal Loan,Tier 1,Student,42467,7.38,1,93.54,1,1565,898
2022-10,Personal Loan,Tier 2,Salaried,14042,11.32,1,91.32,1,4603,909
2022-10,Personal Loan,Tier 2,Self-Employed,44754,14.12,1,99.53,1,1128,900
2022-10,Personal Loan,Tier 2,Student,17493,11.92,1,92.66,1,3178,997
2022-10,Personal Loan,Tier 3,Salaried,15594,7.2,1,104.01,1,4144,1158
2022-10,Personal Loan,Tier 3,Self-Employed,26626,11,1,91.85,1,1170,865
2022-10,Personal Loan,Tier 3,Student,62664,8.85,1,99.84,1,3924,1110
2022-10,Mutual Fund,Tier 1,Salaried,85986,8.26,1,109.27,1,4823,1328
2022-10,Mutual Fund,Tier 1,Self-Employed,35625,8.98,0,100.83,1,2043,919
2022-10,Mutual Fund,Tier 1,Student,96226,14.32,0,101.71,1,3486,922
2022-10,Mutual Fund,Tier 2,Salaried,86441,8.96,0,90.83,1,1426,725
2022-10,Mutual Fund,Tier 2,Self-Employed,52431,9.99,1,96.16,1,2243,942
2022-10,Mutual Fund,Tier 2,Student,58994,14.1,0,92.71,1,2966,841
2022-10,Mutual Fund,Tier 3,Salaried,30746,15.08,1,93.8,1,4737,1011
